,v1,v2
5143,ham,hi darlin im helens fone im gonna b princes nite please come tb love kate
5144,ham,im office da
5145,ham,aiyar poor thing give support k jia ill think
5146,ham,oh unintentionally bad timing great fingers trains play along give fifteen min warning
5147,spam,get garden ready summer free selection summer bulbs seeds worth scotsman saturday stop go notxt co uk
5148,ham,k come wenever lik come also tel vikky come getting free time
5149,ham,pls call da happen
5150,ham,happy new year ur family may new year bring happiness stability tranquility ur vibrant colourful life
5151,ham,problem renewal right away dont know details
5152,ham,idk im sitting stop shop parking lot right bawling eyes feel like im failure everything nobody wants feel like im failing
5153,ham,havent left yet probably gonna til dinner
5154,ham,like lt gt question
5155,ham,new years eve ok went party boyfriend si hey
5156,ham,sir need velusamy sirs date birth company bank facilities details
5157,ham,k k sms chat
5158,ham,come karnan car please wait till pm directly goto doctor
5159,ham,bluray player
5160,ham,ok r meeting later
5161,ham,lol need cash nitros hurry come crash
5162,ham,send text well skype later
5163,ham,ok leave need ask
5164,spam,congrats mobile g videophones r call videochat wid ur mates play java games dload polyph music noline rentl bx ip p
5165,ham,still got lessons sch
5166,ham,dun believe leh tot told true already thk muz c us tog believe
5167,ham,oh charge camera
5168,ham,got salt rub open wounds like
5169,ham,im going lunch
5170,ham,im school n ill da lab stuff give call r done
5171,ham,oh k come tomorrow
5172,ham,aight text tonight well see whats
5173,ham,
5174,ham,water logging desert geoenvironmental implications
5175,ham,raji pls favour pls convey birthday wishes nimya pls today birthday
5176,ham,company good environment terrific food really nice
5177,ham,strange watching nd one im bed sweet dreams miss
5178,spam,sms auction brand new nokia auction today auction free join take part txt nokia
5179,ham,hi hope r ok said would text hasnt seen let gently please
5180,ham,babe fucking love know fuck good hear voice need crave cant get enough adore ahmad kisses
5181,ham,k sure relatives home sms de pls
5182,ham,sent like
5183,ham,fuuuuck need stop sleepin sup
5184,ham,im town ill jus take mrt later
5185,ham,cooked rather nice salmon la
5186,ham,uploaded mine facebook
5187,ham,time wrkin
5188,ham,okie
5189,spam,ree entry weekly comp chance win ipod txt pod get entry std txt rate cs apply details
5190,spam,records indicate maybe entitled pounds compensation accident claim free reply claim msg stop txt stop
5191,ham,sorry ill call later
5192,ham,oh oh den muz change plan liao go back yan jiu
5193,ham,wylie tampa sarasota
5194,ham,ok take ur time n enjoy ur dinner
5195,ham,darren saying dat meeting da ge den dun meet dinner cos later leave xy feel awkward den meet lunch lor
5196,spam,spook mob halloween collection logo pic message plus free eerie tone txt card spook zed p per logo pic
5197,ham,like cheap happy splash wine makes feel better
5198,ham,fine difficulties phone works mine pls send another friend request
5199,ham,ugh leg hurts musta overdid mon
5200,spam,call germany pence per minute call fixed line via access number prepayment direct access www telediscount co uk
5201,spam,costa del sol holiday await collection call toclaim sae tc pobox stockport sk xh cost pm max mins
5202,ham,wot student discount get books
5203,ham,fine absolutly fine
5204,ham,come get b quite diff guess rite
5205,spam,mobile mths update free oranges latest colour camera mobiles unlimited weekend calls call mobile upd freefone stoptxt
5206,ham,reach ur home lt gt minutes
5207,ham,babe im answering cant see maybe youd better reboot ym got photo great
5208,ham,hi think match
5209,ham,know thinkin malaria relax children cant handle malaria would worse gastroenteritis takes enough replace loss temp reduce give malaria meds vomit self limiting illness means days completely stop
5210,ham,dai downloaded exe file run exe installing
5211,ham,yesterday true true
5212,ham,k k business
5213,ham,pa selected
5214,spam,natalja f inviting friend reply yes see www sms ac nat stop send stop frnd
5215,ham,keep ten rs shelf buy two egg
5216,ham,late
5217,ham,well thats nice bad cant eat
5218,ham,accidentally brought em home box
5219,ham,pls needs dat slowly vomit
5220,ham,take exam march
5221,ham,jane babes goin wrk feel ill lst nite foned already cover chuck
5222,ham,nights nt staying port step liao ex
5223,ham,die want stuffs
5224,ham,oh fuck juswoke bed boatin docks slept wid year old spinout giv da gossip l r xxx
5225,ham,smile pleasure smile pain smile trouble pours like rain smile sum hurts smile becoz someone still loves see smiling
5226,ham,prabha im soryda realy frm heart im sory
5227,ham,met alex nichols middle school turns hes dealing
5228,spam,private account statement fone shows un redeemed points call identifier code expires
5229,ham,means could keep ur words
5230,ham,nope im still market
5231,ham,realise busy guy im trying bother get exams outta way try cars gr day
5232,spam,chosen receive award pls call claim number collect award selected receive valued mobile customer
5233,ham,hey project started aha da
5234,ham,ok cool see ya
5235,ham,uworld site buying qbank buying self assessment also
5236,ham,opinion jada kusruthi lovable silent spl character matured stylish simple pls reply
5237,spam,someonone know trying contact via dating service find could call mobile landline box sk ch
5238,ham,yeah still give ride
5239,ham,jay wants work first hows sound
5240,ham,gud gud k chikku tke care sleep well gud nyt
5241,ham,part checking iq
5242,ham,hmm thinking lor
5243,ham,course dont tease know simply must see grins keep posted prey loving smile devouring kiss
5244,ham,thanks temales wonderful thank great week
5245,ham,thank princess want see nice juicy booty
5246,ham,havent eaten day im sitting staring juicy pizza cant eat meds ruining life
5247,ham,gud ni dear slp well take care swt dreams muah
5248,ham,come n search tat vid finishd
5249,ham,k im leaving soon little
5250,spam,urgent please call landline cash holiday await collection cs sae po box xy
5251,ham,yeah work fine started last week stuff dull easy guys fun
5252,ham,studies alone without anyones help cant need study
5253,ham,please tell car keys purse
5254,ham,didnt get anything da
5255,ham,ok sweet dreams
5256,ham,well shes big surprise
5257,ham,usual iam fine happy amp well
5258,ham,cbe chennai
5259,ham,help swoop picking wherever ur birds r meeting want
5260,ham,anyone calls treadmill say youll buy make sure working found ad craigslist selling lt gt
5261,ham,absolutely love south park recently started watching office
5262,ham,see film
5263,ham,pls speak wont ask anything friendship
5264,ham,storming msg wen lift phne say hello knw wt real meaning hello name girl yes knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moral one get name person
5265,ham,gud ni swt drms take care
5266,ham,hi darlin kate doin somethin tonight im going pub called swan something parents one drink phone
5267,ham,anything lar going home dinner
5268,ham,er
5269,spam,dont prize go another customer c www c biz p min polo ltd suite london w j hl please call back busy
5270,ham,fix teeth asap ok take care
5271,ham,wan come dinner tonight
5272,ham,hello b moving flat cos need arrange pick lamp etc take care hello caroline
5273,ham,late k wish
5274,ham,hi hope ur day good back walk table booked half eight let know ur coming
5275,ham,oh yeah clearly fault
5276,ham,dunno leh cant remember mayb lor wat time r meeting tmr
5277,ham,best msg hard person know one step foward make fall love amp one step back ruin ur friendship good night
5278,spam,urgent mobile number awarded prize guaranteed call land line claim valid hrs ppm
5279,ham,helloooo wake sweet morning welcomes enjoy day full joy gud mrng
5280,ham,vikky come around lt time gt
5281,ham,princess
5282,ham,gone get info bt dont know
5283,ham,yeah probably
5284,ham,sent ur email id soon
5285,spam,urgent week free membership prize jackpot txt word claim c www dbuk net lccltd pobox ldnw rw
5286,ham,im still pretty weak today bad day
5287,ham,hey dont forget mine possession property mmm childish smile
5288,ham,excellent thought misundrstud frnd knw hate bt day wen ull knw truth ull hate urself gn
5289,ham,hey congrats id luv ive go home
5290,ham,dear call
5291,ham,xy trying smth eat already havent
5292,spam,urgent please call landline cash luxury canary islands holiday await collection cs sae po box xy ppm
5293,ham,donno genes something
5294,spam,xmas iscoming ur awarded either cd gift vouchers free entry r weekly draw txt music tnc www ldew com win ppmx age subscription
5295,ham,alex says hes ok ok
5296,ham,coming funeral home
5297,ham,darling sister whens school resuming minimum wait period reapply take care
5298,ham,hand phone chat wit
5299,ham,well good morning mr hows london treatin ya treacle
5300,ham,cant make tonight
5301,ham,time come tomorrow
5302,ham,lt gt bucks banks fees fixed better call bank find
5303,ham,tell quite long cos havent finish film yet
5304,ham,pls ask macho much budget bb bold cos saw new one lt gt dollars
5305,ham,hi missed call mumhas beendropping red wine theplace adress
5306,ham,ill mins look
5307,ham,leave
5308,ham,im coming back thursday yay gonna ok get money cheers oh yeah everything alright hows school call work
5309,ham,jolly good way give tickets sat eve speak x
5310,ham,yeah thats thinking
5311,ham,k k im going tirunelvali week see uncle already spend amount taking dress want money give feb
5312,ham,got ur favorite oyster n got favorite sashimi ok lar dun say already wait ur stomach start rumbling
5313,ham,sister going earn da
5314,spam,get official england poly ringtone colour flag yer mobile tonights game text tone flag optout txt eng stop box w wx
5315,ham,hahaha use brain dear
5316,ham,jus finish watching tv
5317,ham,k fyi im back parents place south tampa might need deal somewhere else
5318,ham,good morning love go sleep wish great day full feeling better opportunity last thought babe love kiss
